* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 35, 1, 1
5460, desert, minecraft:desert, AMBIENT, terramity:blue_fairy, 15, 1, 2
5461, desert, minecraft:desert, AMBIENT, terramity:cave_gnome, 5, 1, 3
5462, desert, minecraft:desert, AMBIENT, terramity:green_fairy, 5, 2, 3
5463, desert, minecraft:desert, AMBIENT, terramity:pink_fairy, 15, 1, 2
5464, desert, minecraft:desert, AMBIENT, knightquest:lizzy, 20, 1, 1
5465, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
5466, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
5467, desert, minecraft:desert, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5468, desert, minecraft:desert, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5469, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
5470, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:triops, 20, 2, 6
5471, desert, minecraft:desert, WATER_AMBIENT, fintastic:artemia, 20, 4, 10
5472, desert, minecraft:desert, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
5473, none, sgjourney:destiny, MONSTER, alexsmobs:farseer, 35, 1, 1
5474, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5475, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5476, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5477, none, sgjourney:destiny, MONSTER, quark:stoneling, 5, 1, 1
5478, none, sgjourney:destiny, MONSTER, quark:toretoise, 5, 2, 4
5479, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5480, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5481, none, sgjourney:destiny, MONSTER, ancient_elements:boulder, 20, 1, 1
5482, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5483, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5484, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5485, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5486, none, sgjourney:destiny, MONSTER, ancient_elements:dig, 10, 1, 1
5487, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5488, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5489, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5490, none, sgjourney:destiny, MONSTER, ancient_elements:drimble, 5, 1, 1
5491, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5492, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5493, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5494, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5495, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5496, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5497, none, sgjourney:destiny, MONSTER, mowziesmobs:grottol, 20, 1, 1
5498, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5499, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5500, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5501, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5502, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5503, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5504, none, sgjourney:destiny, MONSTER, ancient_elements:scamp, 20, 1, 1
5505, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5506, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5507, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5508, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
5509, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5510, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5511, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5512, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5513, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5514, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5515, none, sgjourney:destiny, MONSTER, terramity:uvogre, 5, 1, 1
5516, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5517, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5518, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5519, none, sgjourney:destiny, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5520, none, sgjourney:destiny, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
5521, none, sgjourney:destiny, AMBIENT, terramity:blue_fairy, 15, 1, 2
5522, none, sgjourney:destiny, AMBIENT, terramity:cave_gnome, 5, 1, 3
5523, none, sgjourney:destiny, AMBIENT, terramity:green_fairy, 5, 2, 3
5524, none, sgjourney:destiny, AMBIENT, terramity:pink_fairy, 15, 1, 2
5525, none, sgjourney:destiny, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5526, none, sgjourney:destiny, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5527, nether, nethers_exorcism_reborn:dna_forest, MONSTER, alexsmobs:bone_serpent, 20, 1, 1
5528, nether, nethers_exorcism_reborn:dna_forest, MONSTER, alexsmobs:farseer, 35, 1, 1
5529, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5530, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5531, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5532, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5533, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5534, nether, nethers_exorcism_reborn:dna_forest, MONSTER, ancient_elements:boulder, 20, 1, 1
5535, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5536, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5537, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5538, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5539, nether, nethers_exorcism_reborn:dna_forest, MONSTER, ancient_elements:dig, 10, 1, 1
5540, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5541, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5542, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5543, nether, nethers_exorcism_reborn:dna_forest, MONSTER, ancient_elements:drimble, 5, 1, 1
5544, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5545, nether, nethers_exorcism_reborn:dna_forest, MONSTER, nethers_exorcism_reborn:indigo_salamander, 20, 1, 2
5546, nether, nethers_exorcism_reborn:dna_forest, MONSTER, nethers_exorcism_reborn:indigo_scyphozoa, 20, 1, 1
5547, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5548, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5549, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5550, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5551, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5552, nether, nethers_exorcism_reborn:dna_forest, MONSTER, mowziesmobs:grottol, 20, 1, 1
5553, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5554, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5555, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5556, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5557, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5558, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5559, nether, nethers_exorcism_reborn:dna_forest, MONSTER, ancient_elements:scamp, 20, 1, 1
5560, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5561, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5562, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5563, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
5564, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5565, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5566, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5567, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5568, nether, nethers_exorcism_reborn:dna_forest, MONSTER, nethers_exorcism_reborn:strampler, 20, 1, 1
5569, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5570, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5571, nether, nethers_exorcism_reborn:dna_forest, MONSTER, terramity:uvogre, 5, 1, 1
5572, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5573, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5574, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5575, nether, nethers_exorcism_reborn:dna_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5576, nether, nethers_exorcism_reborn:dna_forest, MONSTER, minecraft:zombified_piglin, 20, 1, 4
5577, nether, nethers_exorcism_reborn:dna_forest, MONSTER, minecraft:ghast, 15, 4, 4
5578, nether, nethers_exorcism_reborn:dna_forest, CREATURE, alexsmobs:laviathan, 20, 1, 1
5579, nether, nethers_exorcism_reborn:dna_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
5580, nether, nethers_exorcism_reborn:dna_forest, AMBIENT, terramity:blue_fairy, 15, 1, 2
5581, nether, nethers_exorcism_reborn:dna_forest, AMBIENT, terramity:cave_gnome, 5, 1, 3
5582, nether, nethers_exorcism_reborn:dna_forest, AMBIENT, terramity:green_fairy, 5, 2, 3
5583, nether, nethers_exorcism_reborn:dna_forest, AMBIENT, terramity:pink_fairy, 15, 1, 2
5584, nether, nethers_exorcism_reborn:dna_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5585, nether, nethers_exorcism_reborn:dna_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5586, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 20, 4, 4
5587, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 20, 4, 4
5588, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 20, 1, 1
5589, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 20, 4, 4
5590, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 20, 4, 4
5591, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 20, 4, 4
5592, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 15, 1, 4
5593, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 10, 1, 1
5594, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 20, 4, 4
5595, none, minecraft:dripstone_caves, MONSTER, species:bewereager, 10, 1, 2
5596, none, minecraft:dripstone_caves, MONSTER, species:cliff_hanger, 10, 1, 1
5597, none, minecraft:dripstone_caves, MONSTER, species:ghoul, 12, 1, 1
5598, none, minecraft:dripstone_caves, MONSTER, embers:ancient_golem, 8, 1, 1
5599, none, minecraft:dripstone_caves, MONSTER, species:limpet, 15, 1, 1
5600, none, minecraft:dripstone_caves, MONSTER, species:quake, 20, 1, 1
5601, none, minecraft:dripstone_caves, MONSTER, opposing_force:dicer, 20, 1, 1
5602, none, minecraft:dripstone_caves, MONSTER, opposing_force:frowzy, 20, 4, 4
5603, none, minecraft:dripstone_caves, MONSTER, opposing_force:guzzler, 25, 1, 1
5604, none, minecraft:dripstone_caves, MONSTER, caverns_and_chasms:mime, 4, 1, 1
5605, none, minecraft:dripstone_caves, MONSTER, opposing_force:pale_spider, 20, 4, 4
5606, none, minecraft:dripstone_caves, MONSTER, opposing_force:ramble, 20, 1, 1
5607, none, minecraft:dripstone_caves, MONSTER, opposing_force:slug, 20, 2, 2
5608, none, minecraft:dripstone_caves, MONSTER, opposing_force:terror, 35, 1, 1
5609, none, minecraft:dripstone_caves, MONSTER, opposing_force:trembler, 20, 1, 1
5610, none, minecraft:dripstone_caves, MONSTER, opposing_force:umber_spider, 20, 4, 4
5611, none, minecraft:dripstone_caves, MONSTER, opposing_force:volt, 35, 4, 4
5612, none, minecraft:dripstone_caves, MONSTER, species:wicked, 5, 1, 3
5613, none, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 35, 1, 1
5614, none, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 20, 1, 1
5615, none, minecraft:dripstone_caves, MONSTER, alexsmobs:farseer, 35, 1, 1
5616, none, minecraft:dripstone_caves, MONSTER, alexsmobs:murmur, 20, 1, 1
5617, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5618, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5619, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5620, none, minecraft:dripstone_caves, MONSTER, thermal:basalz, 20, 1, 3
5621, none, minecraft:dripstone_caves, MONSTER, quark:stoneling, 5, 1, 1
5622, none, minecraft:dripstone_caves, MONSTER, quark:toretoise, 5, 2, 4
5623, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5624, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5625, none, minecraft:dripstone_caves, MONSTER, ancient_elements:boulder, 20, 1, 1
5626, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5627, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5628, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5629, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5630, none, minecraft:dripstone_caves, MONSTER, ancient_elements:dig, 10, 1, 1
5631, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5632, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5633, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5634, none, minecraft:dripstone_caves, MONSTER, ancient_elements:drimble, 5, 1, 1
5635, none, minecraft:dripstone_caves, MONSTER, foolish:dweller, 20, 4, 4
5636, none, minecraft:dripstone_caves, MONSTER, foolish:ettin, 20, 1, 1
5637, none, minecraft:dripstone_caves, MONSTER, foolish:excavore, 20, 1, 1
5638, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5639, none, minecraft:dripstone_caves, MONSTER, foolish:great_keenark, 20, 1, 1
5640, none, minecraft:dripstone_caves, MONSTER, foolish:keenark, 20, 4, 4
5641, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5642, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5643, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5644, none, minecraft:dripstone_caves, MONSTER, adamsarsplus:mage, 20, 1, 2
5645, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5646, none, minecraft:dripstone_caves, MONSTER, goety:reaper, 10, 1, 1
5647, none, minecraft:dripstone_caves, MONSTER, goety:wraith, 10, 1, 1
5648, none, minecraft:dripstone_caves, MONSTER, goety:web_spider, 5, 4, 4
5649, none, minecraft:dripstone_caves, MONSTER, goety:warlock, 20, 1, 1
5650, none, minecraft:dripstone_caves, MONSTER, goety:heretic, 20, 1, 1
5651, none, minecraft:dripstone_caves, MONSTER, goety:maverick, 20, 1, 1
5652, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5653, none, minecraft:dripstone_caves, MONSTER, mowziesmobs:grottol, 20, 1, 1
5654, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5655, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5656, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
5657, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
5658, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
5659, none, minecraft:dripstone_caves, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
5660, none, minecraft:dripstone_caves, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
5661, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5662, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5663, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5664, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5665, none, minecraft:dripstone_caves, MONSTER, ancient_elements:scamp, 20, 1, 1
5666, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5667, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5668, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5669, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
5670, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
5671, none, minecraft:dripstone_caves, MONSTER, knightquest:ratman, 20, 1, 2
5672, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
5673, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
5674, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
5675, none, minecraft:dripstone_caves, MONSTER, ancient_elements:stone_golem, 20, 1, 1
5676, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
5677, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
5678, none, minecraft:dripstone_caves, MONSTER, ancient_elements:undead_miner, 20, 1, 2
5679, none, minecraft:dripstone_caves, MONSTER, terramity:uvogre, 5, 1, 1
5680, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
5681, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
5682, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
5683, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
5684, none, minecraft:dripstone_caves, CREATURE, forbidden_arcanus:lost_soul, 20, 1, 3
5685, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:drygmy, 20, 1, 2
5686, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
5687, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
5688, none, minecraft:dripstone_caves, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
5689, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
5690, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 20, 8, 8
5691, none, minecraft:dripstone_caves, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
5692, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 4, 2, 3
5693, none, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 20, 5, 5
5694, none, minecraft:dripstone_caves, AMBIENT, terramity:blue_fairy, 15, 1, 2
5695, none, minecraft:dripstone_caves, AMBIENT, terramity:cave_gnome, 5, 1, 3
5696, none, minecraft:dripstone_caves, AMBIENT, terramity:green_fairy, 5, 2, 3
5697, none, minecraft:dripstone_caves, AMBIENT, terramity:pink_fairy, 15, 1, 2
5698, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
5699, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
5700, none, minecraft:dripstone_caves, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
5701, none, minecraft:dripstone_caves, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
5702, none, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
5703, none, minecraft:dripstone_caves, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
5704, none, foolish:echo_tunnels, MONSTER, alexsmobs:farseer, 35, 1, 1
5705, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
5706, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
5707, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
5708, none, foolish:echo_tunnels, MONSTER, quark:stoneling, 5, 1, 1
5709, none, foolish:echo_tunnels, MONSTER, quark:toretoise, 5, 2, 4
5710, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5711, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5712, none, foolish:echo_tunnels, MONSTER, ancient_elements:boulder, 20, 1, 1
5713, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
5714, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
5715, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
5716, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
5717, none, foolish:echo_tunnels, MONSTER, ancient_elements:dig, 10, 1, 1
5718, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
5719, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
5720, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
5721, none, foolish:echo_tunnels, MONSTER, ancient_elements:drimble, 5, 1, 1
5722, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5723, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
5724, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
5725, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
5726, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
5727, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
5728, none, foolish:echo_tunnels, MONSTER, mowziesmobs:grottol, 20, 1, 1
5729, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
5730, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
5731, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5732, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5733, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5734, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
5735, none, foolish:echo_tunnels, MONSTER, ancient_elements:scamp, 20, 1, 1
5736, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
5737, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
5738, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
5739, none, foolish:echo_tunnels, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
